,Company Name,Alt Name,Website,Service Type,Coordinates,Zipcode
702,Maresca e Fiorentino S.p.A.,,www.marescafiorentino-fcagroup.it/concessionario/abarth?locationCode=00000850&bannerid=DL&source=WCOR,sales,"(11.279301, 44.515651)",40132
703,SCOTTI S.P.A.,,www.grupposcotti-fcagroup.it/concessionario/abarth?locationCode=00005403&bannerid=DL&source=WCOR,sales,"(10.9104, 43.7049)",50053
704,PULZONI - ANTONELLI,,www.autosat-fcagroup.it/concessionario/abarth?locationCode=00004634&bannerid=DL&source=WCOR,sales,"(12.274898, 44.128498)",47023
705,GHETTI MULTISERVICE S.R.L.,,www.ghetti-fcagroup.it/concessionario/abarth?locationCode=00007332&bannerid=DL&source=WCOR,sales,"(12.148678, 44.420663)",48124
706,IVAR AUTO S.P.A.,,www.ivarauto-fcagroup.it/concessionario/abarth?locationCode=00007299&bannerid=DL&source=WCOR,sales,"(11.840193, 43.462313)",52100
707,SATIRI AUTO S.P.A.,,www.satiri-fcagroup.it/concessionario/abarth?locationCode=00008098&bannerid=DL&source=WCOR,sales,"(12.220462, 43.487045)",06012
708,IVAR AUTO S.P.A.,,www.ivarauto-fcagroup.it/concessionario/abarth?locationCode=00007299&bannerid=DL&source=WCOR,sales,"(11.840193, 43.462313)",52100
709,SATIRI AUTO S.P.A.,, ,sales,"(12.5722, 43.3473)",06024
710,SATIRI AUTO S.P.A.,,www.satiri-fcagroup.it/concessionario/abarth?locationCode=00007354&bannerid=DL&source=WCOR,sales,"(12.36702, 43.09214)",06128
711,Nuovauto S.p.A.,,www.nuovauto-fcagroup.it/concessionario/abarth?locationCode=00000922&bannerid=DL&source=WCOR,sales,"(11.555784, 43.551157)",52028
712,Marchiauto,,www.marchi-fcagroup.it/concessionario/abarth?locationCode=00001789&bannerid=DL&source=WCOR,sales,"(12.561679, 43.055902)",06083
713,SIENA AUTO S.R.L.,,www.sienaauto-spa.it/concessionario/abarth?locationCode=00000157&bannerid=DL&source=WCOR,sales,"(11.429648, 43.219773)",53014
714,Satiri Auto,, ,sales,"(12.7769, 43.234)",06023
715,S.M.A.B. DI MARZUCCHI ALFREDO E C.S.N.C.,, ,sales,"(11.375273, 43.265047)",53100
716,UGO SCOTTI S.R.L.,,www.ugoscotti-fcagroup.it/concessionario/abarth?locationCode=00005448&bannerid=DL&source=WCOR,sales,"(11.338064, 43.291951)",53100
717,Marchiauto,,www.marchi-fcagroup.it/concessionario/abarth?locationCode=00001789&bannerid=DL&source=WCOR,sales,"(12.561679, 43.055902)",06083
718,SATIRI AUTO S.P.A.,,www.satiri-fcagroup.it/concessionario/abarth?locationCode=00007354&bannerid=DL&source=WCOR,sales,"(12.36702, 43.09214)",06128
719,SATIRI AUTO S.P.A.,,www.satiri-fcagroup.it/concessionario/abarth?locationCode=00007272&bannerid=DL&source=WCOR,sales,"(12.73015, 42.894622)",06039
720,Satiri Auto,, ,sales,"(12.7769, 43.234)",06023
721,SATIRI AUTO S.P.A.,, ,sales,"(12.5722, 43.3473)",06024
722,SATIRI AUTO S.P.A.,,www.satiri-fcagroup.it/concessionario/abarth?locationCode=00008098&bannerid=DL&source=WCOR,sales,"(12.220462, 43.487045)",06012
723,Centroautovt,,www.centroautovt-fcagroup.it/concessionario/abarth?locationCode=00006301&bannerid=DL&source=WCOR,sales,"(12.078869, 42.430155)",01100
724,Gruppo DIBa,,www.diba-spa.it/concessionario/abarth?locationCode=00000171&bannerid=DL&source=WCOR,sales,"(12.884779, 43.894629)",61100
725,DI.BA. S.P.A.,,www.diba-spa.it/concessionario/abarth?locationCode=00000168&bannerid=DL&source=WCOR,sales,"(13.0441, 43.831757)",61032
726,DI.BA. S.P.A.,,www.diba-spa.it/concessionario/abarth?locationCode=00010130&bannerid=DL&source=WCOR,sales,"(12.58024, 44.04219)",47900
727,Rondina Auto S.r.l.,,www.rondina-fcagroup.it/concessionario/abarth?locationCode=00000800&bannerid=DL&source=WCOR,sales,"(13.103106, 43.740767)",61037
728,FRULLA S.R.L.,,www.frulla-fcagroup.it/concessionario/abarth?locationCode=00000198&bannerid=DL&source=WCOR,sales,"(13.193204, 43.728306)",60019
729,PULZONI - ANTONELLI,,www.autosat-fcagroup.it/concessionario/abarth?locationCode=00004634&bannerid=DL&source=WCOR,sales,"(12.274898, 44.128498)",47023
730,SATIRI AUTO S.P.A.,, ,sales,"(12.5722, 43.3473)",06024
731,SATIRI AUTO S.P.A.,,www.satiri-fcagroup.it/concessionario/abarth?locationCode=00008098&bannerid=DL&source=WCOR,sales,"(12.220462, 43.487045)",06012
732,Lucesoli & Mazzieri S.p.A.,,www.lucesolimazzieri-fcagroup.it/concessionario/abarth?locationCode=00000869&bannerid=DL&source=WCOR,sales,"(13.50865, 43.599565)",60128
733,DI.BA. S.P.A.,,www.diba-spa.it/concessionario/abarth?locationCode=00000165&bannerid=DL&source=WCOR,sales,"(13.51153, 43.543597)",60131
734,AUTO SICA S.R.L.,,www.autosica-fcagroup.it/concessionario/abarth?locationCode=00010119&bannerid=DL&source=WCOR,sales,"(12.041273, 44.222728)",47100
735,LUCESOLI & MAZZIERI S.P.A.,, ,sales,"(13.498011, 43.520425)",60027
736,Satiri Auto,, ,sales,"(12.7769, 43.234)",06023
737,Menchi,, ,sales,"(13.492348, 43.274181)",62100
738,Tombolini Motor Company,,www.tombolini-fcagroup.it/concessionario/abarth?locationCode=00000978&bannerid=DL&source=WCOR,sales,"(13.68172, 43.28288)",62012
739,LUCESOLI & MAZZIERI S.P.A.,, ,sales,"(13.498011, 43.520425)",60027
740,DI.BA. S.P.A.,,www.diba-spa.it/concessionario/abarth?locationCode=00000165&bannerid=DL&source=WCOR,sales,"(13.51153, 43.543597)",60131
741,Lucesoli & Mazzieri S.p.A.,,www.lucesolimazzieri-fcagroup.it/concessionario/abarth?locationCode=00000869&bannerid=DL&source=WCOR,sales,"(13.50865, 43.599565)",60128
742,TOMBOLINI MOTOR COMPANY S.P.A.,,www.tombolini-fcagroup.it/concessionario/abarth?locationCode=00000979&bannerid=DL&source=WCOR,sales,"(13.802481, 43.16304)",63822
743,Satiri Auto,, ,sales,"(12.7769, 43.234)",06023
744,FRULLA S.R.L.,,www.frulla-fcagroup.it/concessionario/abarth?locationCode=00000198&bannerid=DL&source=WCOR,sales,"(13.193204, 43.728306)",60019
745,EMILCAR S.R.L.,,www.emilcar-fcagroup.it/concessionario/abarth?locationCode=00008434&bannerid=DL&source=WCOR,sales,"(13.60658, 42.85185)",63100
746,Rondina Auto S.r.l.,,www.rondina-fcagroup.it/concessionario/abarth?locationCode=00000800&bannerid=DL&source=WCOR,sales,"(13.103106, 43.740767)",61037
747,EMILCAR S.R.L.,,www.emilcar-fcagroup.it/concessionario/abarth?locationCode=00008421&bannerid=DL&source=WCOR,sales,"(13.88276, 42.90805)",63039
748,SATIRI AUTO S.P.A.,, ,sales,"(12.5722, 43.3473)",06024
749,DI.BA. S.P.A.,,www.diba-spa.it/concessionario/abarth?locationCode=00000168&bannerid=DL&source=WCOR,sales,"(13.0441, 43.831757)",61032
750,SATIRI AUTO S.P.A.,,www.satiri-fcagroup.it/concessionario/abarth?locationCode=00007272&bannerid=DL&source=WCOR,sales,"(12.73015, 42.894622)",06039
751,Auto 4 S.r.l.,,www.auto4-fcagroup.it/concessionario/abarth?locationCode=00001891&bannerid=DL&source=WCOR,sales,"(13.937024, 42.801021)",64019
752,Marchiauto,,www.marchi-fcagroup.it/concessionario/abarth?locationCode=00001789&bannerid=DL&source=WCOR,sales,"(12.561679, 43.055902)",06083
753,Autocentro Olgiata,,www.autocentroolgiata.it/concessionario/abarth?locationCode=00003092&bannerid=DL&source=WCOR,sales,"(12.376796, 42.023774)",00123
754,A. Fiori S.p.A.,,www.angelofiori-fcagroup.it/concessionario/abarth?locationCode=00002074&bannerid=DL&source=WCOR,sales,"(12.382553, 41.887983)",00166
755,ANGELO FIORI S.P.A.,,www.angelofiori-fcagroup.it/concessionario/abarth?locationCode=00002069&bannerid=DL&source=WCOR,sales,"(12.265763, 41.7397)",00121
756,STELLANTIS & YOU ROMA,,www.motorvillageitalia-roma.it/concessionario/abarth?locationCode=00005886&bannerid=DL&source=WCOR,sales,"(12.451443, 41.836867)",00148
757,ROSATI AUTO S.R.L. - GRUPPO ROSATI,,www.grupporosati-fcagroup.it/concessionario/abarth?locationCode=00006956&bannerid=DL&source=WCOR,sales,"(12.507863, 41.940196)",00138
758,ROSATI AUTO SRL - PROGRESSO,,www.grupporosati-fcagroup.it/concessionario/abarth?locationCode=00002033&bannerid=DL&source=WCOR,sales,"(12.48385, 41.845258)",00142
759,STELLANTIS & YOU ROMA,,www.motorvillageitalia-roma.it/concessionario/abarth?locationCode=00005888&bannerid=DL&source=WCOR,sales,"(12.506026, 41.890162)",00185
760,STELLANTIS & YOU ROMA,, ,sales,"(12.511339, 41.892627)",00185
761,ROSATI AUTO S.R.L. - GRUPPO ROSATI,, ,sales,"(12.54907, 41.969398)",00139
762,ROSATI AUTO S.R.L. - GRUPPO ROSATI,, ,sales,"(12.588952, 41.907064)",00155
763,Gruppo Rosati,,www.grupporosati-fcagroup.it/concessionario/abarth?locationCode=00002038&bannerid=DL&source=WCOR,sales,"(12.594845, 41.93273)",00156
764,Centroautovt,,www.centroautovt-fcagroup.it/concessionario/abarth?locationCode=00006301&bannerid=DL&source=WCOR,sales,"(12.078869, 42.430155)",01100
765,AUTOPRENESTE S.R.L.,,www.autopreneste-fcagroup.it/concessionario/abarth?locationCode=00007822&bannerid=DL&source=WCOR,sales,"(12.616107, 41.759235)",00047
766,Centroautovt,,www.centroautovt-fcagroup.it/concessionario/abarth?locationCode=00006301&bannerid=DL&source=WCOR,sales,"(12.078869, 42.430155)",01100
767,SATIRI AUTO S.P.A.,,www.satiri-fcagroup.it/concessionario/abarth?locationCode=00007354&bannerid=DL&source=WCOR,sales,"(12.36702, 43.09214)",06128
768,SATIRI AUTO S.P.A.,,www.satiri-fcagroup.it/concessionario/abarth?locationCode=00007272&bannerid=DL&source=WCOR,sales,"(12.73015, 42.894622)",06039
769,Marchiauto,,www.marchi-fcagroup.it/concessionario/abarth?locationCode=00001789&bannerid=DL&source=WCOR,sales,"(12.561679, 43.055902)",06083
770,Autocentro Olgiata,,www.autocentroolgiata.it/concessionario/abarth?locationCode=00003092&bannerid=DL&source=WCOR,sales,"(12.376796, 42.023774)",00123
771,Gruppo Rosati,,www.grupporosati-fcagroup.it/concessionario/abarth?locationCode=00002038&bannerid=DL&source=WCOR,sales,"(12.594845, 41.93273)",00156
772,ROSATI AUTO S.R.L. - GRUPPO ROSATI,, ,sales,"(12.54907, 41.969398)",00139
773,ROSATI AUTO S.R.L. - GRUPPO ROSATI,, ,sales,"(12.588952, 41.907064)",00155
774,ROSATI AUTO S.R.L. - GRUPPO ROSATI,,www.grupporosati-fcagroup.it/concessionario/abarth?locationCode=00006956&bannerid=DL&source=WCOR,sales,"(12.507863, 41.940196)",00138
775,STELLANTIS & YOU ROMA,, ,sales,"(12.511339, 41.892627)",00185
776,STELLANTIS & YOU ROMA,,www.motorvillageitalia-roma.it/concessionario/abarth?locationCode=00005888&bannerid=DL&source=WCOR,sales,"(12.506026, 41.890162)",00185
777,ROSATI AUTO SRL - PROGRESSO,,www.grupporosati-fcagroup.it/concessionario/abarth?locationCode=00002033&bannerid=DL&source=WCOR,sales,"(12.48385, 41.845258)",00142
778,Autocentro Olgiata,,www.autocentroolgiata.it/concessionario/abarth?locationCode=00003092&bannerid=DL&source=WCOR,sales,"(12.376796, 42.023774)",00123
779,STELLANTIS & YOU ROMA,,www.motorvillageitalia-roma.it/concessionario/abarth?locationCode=00005886&bannerid=DL&source=WCOR,sales,"(12.451443, 41.836867)",00148
780,A. Fiori S.p.A.,,www.angelofiori-fcagroup.it/concessionario/abarth?locationCode=00002074&bannerid=DL&source=WCOR,sales,"(12.382553, 41.887983)",00166
781,AUTOPRENESTE S.R.L.,,www.autopreneste-fcagroup.it/concessionario/abarth?locationCode=00007822&bannerid=DL&source=WCOR,sales,"(12.616107, 41.759235)",00047
782,ANGELO FIORI S.P.A.,,www.angelofiori-fcagroup.it/concessionario/abarth?locationCode=00002069&bannerid=DL&source=WCOR,sales,"(12.265763, 41.7397)",00121
783,ECO-LIRI S.P.A.,,www.ecoliri.it/concessionario/abarth?locationCode=00003331&bannerid=DL&source=WCOR,sales,"(12.903597, 41.467567)",04100
784,Centroautovt,,www.centroautovt-fcagroup.it/concessionario/abarth?locationCode=00006301&bannerid=DL&source=WCOR,sales,"(12.078869, 42.430155)",01100
785,Sterpetti S.r.l.,,www.sterpetti-fcagroup.it/concessionario/abarth?locationCode=00000725&bannerid=DL&source=WCOR,sales,"(13.482727, 42.059835)",67051
786,JOLLY AUTO S.R.L.,,www.jollyauto-fcagroup.it/concessionario/abarth?locationCode=00007023&bannerid=DL&source=WCOR,sales,"(13.336405, 41.569865)",03023
787,JOLLY AUTO S.R.L.,,www.jollyauto-fcagroup.it/concessionario/abarth?locationCode=00007023&bannerid=DL&source=WCOR,sales,"(13.336405, 41.569865)",03023
788,ECO-LIRI S.P.A.,,www.ecoliri.it/concessionario/abarth?locationCode=00003331&bannerid=DL&source=WCOR,sales,"(12.903597, 41.467567)",04100
789,Eco Liri,,www.ecoliri.it/concessionario/abarth?locationCode=00003334&bannerid=DL&source=WCOR,sales,"(13.762412, 41.405173)",03047
790,Jolly Auto,,www.jollyauto-fcagroup.it/concessionario/abarth?locationCode=00003410&bannerid=DL&source=WCOR,sales,"(13.574583, 41.702831)",03039
791,AUTOPRENESTE S.R.L.,,www.autopreneste-fcagroup.it/concessionario/abarth?locationCode=00007822&bannerid=DL&source=WCOR,sales,"(12.616107, 41.759235)",00047
792,EMILCAR S.R.L.,,www.emilcar-fcagroup.it/concessionario/abarth?locationCode=00008434&bannerid=DL&source=WCOR,sales,"(13.60658, 42.85185)",63100
793,SATIRI AUTO S.P.A.,,www.satiri-fcagroup.it/concessionario/abarth?locationCode=00007272&bannerid=DL&source=WCOR,sales,"(12.73015, 42.894622)",06039
794,Auto 4 S.r.l.,,www.auto4-fcagroup.it/concessionario/abarth?locationCode=00001891&bannerid=DL&source=WCOR,sales,"(13.937024, 42.801021)",64019
795,Sterpetti S.r.l.,,www.sterpetti-fcagroup.it/concessionario/abarth?locationCode=00000725&bannerid=DL&source=WCOR,sales,"(13.482727, 42.059835)",67051
796,EMILCAR S.R.L.,,www.emilcar-fcagroup.it/concessionario/abarth?locationCode=00008421&bannerid=DL&source=WCOR,sales,"(13.88276, 42.90805)",63039
797,Progetto Auto,,www.progettoauto-srl.it/concessionario/abarth?locationCode=00002055&bannerid=DL&source=WCOR,sales,"(14.036636, 42.648327)",64025
798,Eco Liri,,www.ecoliri.it/concessionario/abarth?locationCode=00003334&bannerid=DL&source=WCOR,sales,"(13.762412, 41.405173)",03047
799,Jolly Auto,,www.jollyauto-fcagroup.it/concessionario/abarth?locationCode=00003410&bannerid=DL&source=WCOR,sales,"(13.574583, 41.702831)",03039
800,JOLLY AUTO S.R.L.,,www.jollyauto-fcagroup.it/concessionario/abarth?locationCode=00007023&bannerid=DL&source=WCOR,sales,"(13.336405, 41.569865)",03023
801,AMICA & C. S.R.L.,,www.amica-fcagroup.it/concessionario/abarth?locationCode=00007420&bannerid=DL&source=WCOR,sales,"(14.333113, 41.042928)",81100
802,Russauto Di E. Pianese S.r.l.,,www.russauto-srl.it/abarth?locationCode=00003247&bannerid=DL&source=WCOR,sales,"(14.156347, 40.927466)",80019
803,Reginauto,,www.reginauto-fcagroup.it/concessionario/abarth?locationCode=00005435&bannerid=DL&source=WCOR,sales,"(14.119417, 40.852925)",80078
804,STELLANTIS & YOU NAPOLI,,www.motorvillageitalia-napoli.it/concessionario/abarth?locationCode=00005870&bannerid=DL&source=WCOR,sales,"(14.276171, 40.854781)",80143
805,FRENTAUTO S.P.A.,,www.frentauto.it/concessionario/abarth?locationCode=00007454&bannerid=DL&source=WCOR,sales,"(14.66568, 41.587612)",86100
806,Sterpetti S.r.l.,,www.sterpetti-fcagroup.it/concessionario/abarth?locationCode=00000725&bannerid=DL&source=WCOR,sales,"(13.482727, 42.059835)",67051
807,Giansante Auto S.r.l.,,www.giansante-fcagroup.it/concessionario/abarth?locationCode=00000133&bannerid=DL&source=WCOR,sales,"(14.14129, 42.36494)",66100
808,GIANSANTE AUTO S.R.L.,,www.giansante-fcagroup.it/concessionario/abarth?locationCode=00000136&bannerid=DL&source=WCOR,sales,"(14.172055, 42.415644)",66020
809,Danelli S.r.l.,,www.danelli-fcagroup.it/concessionario/abarth?locationCode=00003661&bannerid=DL&source=WCOR,sales,"(14.195162, 42.477888)",65124
810,Progetto Auto,,www.progettoauto-srl.it/concessionario/abarth?locationCode=00002055&bannerid=DL&source=WCOR,sales,"(14.036636, 42.648327)",64025
811,EMILCAR S.R.L.,,www.emilcar-fcagroup.it/concessionario/abarth?locationCode=00008434&bannerid=DL&source=WCOR,sales,"(13.60658, 42.85185)",63100
812,Auto 4 S.r.l.,,www.auto4-fcagroup.it/concessionario/abarth?locationCode=00001891&bannerid=DL&source=WCOR,sales,"(13.937024, 42.801021)",64019
813,Jolly Auto,,www.jollyauto-fcagroup.it/concessionario/abarth?locationCode=00003410&bannerid=DL&source=WCOR,sales,"(13.574583, 41.702831)",03039
814,FRENTAUTO S.P.A.,,www.frentauto.it/concessionario/abarth?locationCode=00003343&bannerid=DL&source=WCOR,sales,"(14.431953, 42.21416)",66030
815,EMILCAR S.R.L.,,www.emilcar-fcagroup.it/concessionario/abarth?locationCode=00008421&bannerid=DL&source=WCOR,sales,"(13.88276, 42.90805)",63039
816,Giansante Auto S.r.l.,,www.giansante-fcagroup.it/concessionario/abarth?locationCode=00000133&bannerid=DL&source=WCOR,sales,"(14.14129, 42.36494)",66100
817,GIANSANTE AUTO S.R.L.,,www.giansante-fcagroup.it/concessionario/abarth?locationCode=00000136&bannerid=DL&source=WCOR,sales,"(14.172055, 42.415644)",66020
818,FRENTAUTO S.P.A.,,www.frentauto.it/concessionario/abarth?locationCode=00003343&bannerid=DL&source=WCOR,sales,"(14.431953, 42.21416)",66030
819,Danelli S.r.l.,,www.danelli-fcagroup.it/concessionario/abarth?locationCode=00003661&bannerid=DL&source=WCOR,sales,"(14.195162, 42.477888)",65124
820,Progetto Auto,,www.progettoauto-srl.it/concessionario/abarth?locationCode=00002055&bannerid=DL&source=WCOR,sales,"(14.036636, 42.648327)",64025
821,FRENTAUTO S.P.A.,,www.frentauto.it/concessionario/abarth?locationCode=00006928&bannerid=DL&source=WCOR,sales,"(14.724834, 42.093006)",66054
822,Auto 4 S.r.l.,,www.auto4-fcagroup.it/concessionario/abarth?locationCode=00001891&bannerid=DL&source=WCOR,sales,"(13.937024, 42.801021)",64019
823,Sterpetti S.r.l.,,www.sterpetti-fcagroup.it/concessionario/abarth?locationCode=00000725&bannerid=DL&source=WCOR,sales,"(13.482727, 42.059835)",67051
824,Fire Cars S.r.l.,,www.firecars-fcagroup.it/concessionario/abarth?locationCode=00003025&bannerid=DL&source=WCOR,sales,"(14.477922, 40.723864)",80053
825,F. Ferrajoli E C. S.r.l.,,www.ferrajoli-fcagroup.it/concessionario/abarth?locationCode=00000436&bannerid=DL&source=WCOR,sales,"(14.623359, 40.747209)",84016
826,STELLANTIS & YOU NAPOLI,,www.motorvillageitalia-napoli.it/concessionario/abarth?locationCode=00005870&bannerid=DL&source=WCOR,sales,"(14.276171, 40.854781)",80143
827,Reginauto,,www.reginauto-fcagroup.it/concessionario/abarth?locationCode=00005435&bannerid=DL&source=WCOR,sales,"(14.119417, 40.852925)",80078
828,GALDIERI AUTO S.R.L.,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00004600&bannerid=DL&source=WCOR,sales,"(14.77397, 40.75846)",84084
829,Russauto Di E. Pianese S.r.l.,,www.russauto-srl.it/abarth?locationCode=00003247&bannerid=DL&source=WCOR,sales,"(14.156347, 40.927466)",80019
830,Galdieri Auto,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00004601&bannerid=DL&source=WCOR,sales,"(14.852813, 40.648845)",84131
831,F. FERRAJOLI E C. S.R.L.,,www.ferrajoli-fcagroup.it/concessionario/abarth?locationCode=00008211&bannerid=DL&source=WCOR,sales,"(14.555931, 40.944303)",80032
832,AMICA & C. S.R.L.,,www.amica-fcagroup.it/concessionario/abarth?locationCode=00007420&bannerid=DL&source=WCOR,sales,"(14.333113, 41.042928)",81100
833,GALDIERI AUTO S.R.L.,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00007901&bannerid=DL&source=WCOR,sales,"(14.82808, 40.92517)",83042
834,SARA 3 S.R.L.,,www.concessionariasara3.it/concessionario/abarth?locationCode=00007553&bannerid=DL&source=WCOR,sales,"(14.777066, 41.143336)",82100
835,AMICA & C. S.R.L.,,www.amica-fcagroup.it/concessionario/abarth?locationCode=00007420&bannerid=DL&source=WCOR,sales,"(14.333113, 41.042928)",81100
836,F. FERRAJOLI E C. S.R.L.,,www.ferrajoli-fcagroup.it/concessionario/abarth?locationCode=00008211&bannerid=DL&source=WCOR,sales,"(14.555931, 40.944303)",80032
837,Russauto Di E. Pianese S.r.l.,,www.russauto-srl.it/abarth?locationCode=00003247&bannerid=DL&source=WCOR,sales,"(14.156347, 40.927466)",80019
838,SARA 3 S.R.L.,,www.concessionariasara3.it/concessionario/abarth?locationCode=00007553&bannerid=DL&source=WCOR,sales,"(14.777066, 41.143336)",82100
839,STELLANTIS & YOU NAPOLI,,www.motorvillageitalia-napoli.it/concessionario/abarth?locationCode=00005870&bannerid=DL&source=WCOR,sales,"(14.276171, 40.854781)",80143
840,Reginauto,,www.reginauto-fcagroup.it/concessionario/abarth?locationCode=00005435&bannerid=DL&source=WCOR,sales,"(14.119417, 40.852925)",80078
841,GALDIERI AUTO S.R.L.,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00007901&bannerid=DL&source=WCOR,sales,"(14.82808, 40.92517)",83042
842,FRENTAUTO S.P.A.,,www.frentauto.it/concessionario/abarth?locationCode=00007454&bannerid=DL&source=WCOR,sales,"(14.66568, 41.587612)",86100
843,Fire Cars S.r.l.,,www.firecars-fcagroup.it/concessionario/abarth?locationCode=00003025&bannerid=DL&source=WCOR,sales,"(14.477922, 40.723864)",80053
844,F. Ferrajoli E C. S.r.l.,,www.ferrajoli-fcagroup.it/concessionario/abarth?locationCode=00000436&bannerid=DL&source=WCOR,sales,"(14.623359, 40.747209)",84016
845,Eco Liri,,www.ecoliri.it/concessionario/abarth?locationCode=00003334&bannerid=DL&source=WCOR,sales,"(13.762412, 41.405173)",03047
846,GALDIERI AUTO S.R.L.,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00004600&bannerid=DL&source=WCOR,sales,"(14.77397, 40.75846)",84084
847,Galdieri Auto,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00004601&bannerid=DL&source=WCOR,sales,"(14.852813, 40.648845)",84131
848,Galdieri Auto,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00004601&bannerid=DL&source=WCOR,sales,"(14.852813, 40.648845)",84131
849,GALDIERI AUTO S.R.L.,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00004600&bannerid=DL&source=WCOR,sales,"(14.77397, 40.75846)",84084
850,F. Ferrajoli E C. S.r.l.,,www.ferrajoli-fcagroup.it/concessionario/abarth?locationCode=00000436&bannerid=DL&source=WCOR,sales,"(14.623359, 40.747209)",84016
851,GALDIERI AUTO S.R.L.,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00007901&bannerid=DL&source=WCOR,sales,"(14.82808, 40.92517)",83042
852,Fire Cars S.r.l.,,www.firecars-fcagroup.it/concessionario/abarth?locationCode=00003025&bannerid=DL&source=WCOR,sales,"(14.477922, 40.723864)",80053
853,F. FERRAJOLI E C. S.R.L.,,www.ferrajoli-fcagroup.it/concessionario/abarth?locationCode=00008211&bannerid=DL&source=WCOR,sales,"(14.555931, 40.944303)",80032
854,SARA 3 S.R.L.,,www.concessionariasara3.it/concessionario/abarth?locationCode=00007553&bannerid=DL&source=WCOR,sales,"(14.777066, 41.143336)",82100
855,STELLANTIS & YOU NAPOLI,,www.motorvillageitalia-napoli.it/concessionario/abarth?locationCode=00005870&bannerid=DL&source=WCOR,sales,"(14.276171, 40.854781)",80143
856,MAFFEI S.R.L.,,www.maffei-fcagroup.it/concessionario/abarth?locationCode=00007350&bannerid=DL&source=WCOR,sales,"(15.80971, 40.62983)",85100
857,AMICA & C. S.R.L.,,www.amica-fcagroup.it/concessionario/abarth?locationCode=00007420&bannerid=DL&source=WCOR,sales,"(14.333113, 41.042928)",81100
858,SARA 3 S.R.L.,,www.concessionariasara3.it/concessionario/abarth?locationCode=00007553&bannerid=DL&source=WCOR,sales,"(14.777066, 41.143336)",82100
859,GALDIERI AUTO S.R.L.,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00007901&bannerid=DL&source=WCOR,sales,"(14.82808, 40.92517)",83042
860,F. FERRAJOLI E C. S.R.L.,,www.ferrajoli-fcagroup.it/concessionario/abarth?locationCode=00008211&bannerid=DL&source=WCOR,sales,"(14.555931, 40.944303)",80032
861,GALDIERI AUTO S.R.L.,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00004600&bannerid=DL&source=WCOR,sales,"(14.77397, 40.75846)",84084
862,FRENTAUTO S.P.A.,,www.frentauto.it/concessionario/abarth?locationCode=00007454&bannerid=DL&source=WCOR,sales,"(14.66568, 41.587612)",86100
863,AMICA & C. S.R.L.,,www.amica-fcagroup.it/concessionario/abarth?locationCode=00007420&bannerid=DL&source=WCOR,sales,"(14.333113, 41.042928)",81100
864,F. Ferrajoli E C. S.r.l.,,www.ferrajoli-fcagroup.it/concessionario/abarth?locationCode=00000436&bannerid=DL&source=WCOR,sales,"(14.623359, 40.747209)",84016
865,Euro Vector,,www.eurovector-fcagroup.it/concessionario/abarth?locationCode=00006531&bannerid=DL&source=WCOR,sales,"(15.562241, 41.4698)",71121
866,Galdieri Auto,,www.galdieri-fcagroup.it/concessionario/abarth?locationCode=00004601&bannerid=DL&source=WCOR,sales,"(14.852813, 40.648845)",84131
867,Fire Cars S.r.l.,,www.firecars-fcagroup.it/concessionario/abarth?locationCode=00003025&bannerid=DL&source=WCOR,sales,"(14.477922, 40.723864)",80053
868,STELLANTIS & YOU NAPOLI,,www.motorvillageitalia-napoli.it/concessionario/abarth?locationCode=00005870&bannerid=DL&source=WCOR,sales,"(14.276171, 40.854781)",80143
869,Russauto Di E. Pianese S.r.l.,,www.russauto-srl.it/abarth?locationCode=00003247&bannerid=DL&source=WCOR,sales,"(14.156347, 40.927466)",80019
870,Euro Vector,,www.eurovector-fcagroup.it/concessionario/abarth?locationCode=00006531&bannerid=DL&source=WCOR,sales,"(15.562241, 41.4698)",71121
871,FRENTAUTO S.P.A.,,www.frentauto.it/concessionario/abarth?locationCode=00007454&bannerid=DL&source=WCOR,sales,"(14.66568, 41.587612)",86100
872,MALDARIZZI AUTOMOTIVE S.P.A.,,www.maldarizzi-fcagroup.it/concessionario/abarth?locationCode=00007280&bannerid=DL&source=WCOR,sales,"(16.38926, 41.285552)",76125
873,MAFFEI S.R.L.,,www.maffei-fcagroup.it/concessionario/abarth?locationCode=00008129&bannerid=DL&source=WCOR,sales,"(16.553363, 40.811634)",70022
874,MAFFEI S.R.L.,,www.maffei-fcagroup.it/concessionario/abarth?locationCode=00007350&bannerid=DL&source=WCOR,sales,"(15.80971, 40.62983)",85100
875,Autoclub S.r.l.,,www.autoclub-srl.it/concessionario/abarth?locationCode=00005273&bannerid=DL&source=WCOR,sales,"(16.820806, 41.131511)",70132
