,Company Name,Alt Name,Website,Service Type,Coordinates,Zipcode
0,ELLERO S.R.L.,,www.ellero-fcagroup.it/concessionario/abarth?locationCode=00006981&bannerid=DL&source=WCOR,sales,"(7.491018, 44.649483)",12037
1,AUTOINGROS TORINO S.P.A. - AUTOINGROS,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00006980&bannerid=DL&source=WCOR,sales,"(7.306126, 44.882829)",10064
2,TUA S.P.A.,,www.tua-fcagroup.it/concessionario/abarth?locationCode=00007565&bannerid=DL&source=WCOR,sales,"(7.554585, 44.42474)",12100
3,QUEEN CAR S.R.L.,,www.queencar-fcagroup.it/concessionario/abarth?locationCode=00008241&bannerid=DL&source=WCOR,sales,"(7.774415, 44.855186)",10022
4,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005968&bannerid=DL&source=WCOR,sales,"(7.847117, 44.680754)",12042
5,Torino Auto S.p.A.,,www.torinoauto-fcagroup.it/concessionario/abarth?locationCode=00004018&bannerid=DL&source=WCOR,sales,"(7.615714, 45.032198)",10137
6,TORINO AUTO S.P.A.,,www.torinoauto-fcagroup.it/concessionario/abarth?locationCode=00008160&bannerid=DL&source=WCOR,sales,"(7.584874, 45.05268)",10095
7,STELLANTIS &YOU TORINO,,www.mirafiorimotorvillage.it/concessionario/abarth?locationCode=00006997&bannerid=DL&source=WCOR,sales,"(7.624568, 45.034276)",10137
8,Autoingros Torino S.p.A.,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00004102&bannerid=DL&source=WCOR,sales,"(7.638524, 45.056967)",10141
9,Ellero S.r.l.,,www.ellero-fcagroup.it/concessionario/abarth?locationCode=00000491&bannerid=DL&source=WCOR,sales,"(7.812588, 44.398657)",12084
10,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005990&bannerid=DL&source=WCOR,sales,"(7.674795, 45.077191)",10122
11,FORZA SERVICE S.R.L.,, ,sales,"(7.673155, 45.105282)",10148
12,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005974&bannerid=DL&source=WCOR,sales,"(7.68497, 45.106848)",10148
13,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005967&bannerid=DL&source=WCOR,sales,"(8.019071, 44.689575)",12051
14,AUTOINGROS TORINO S.P.A. - AUTOINGROS,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00004097&bannerid=DL&source=WCOR,sales,"(7.65568, 45.141996)",10071
15,AUTOINGROS TORINO S.P.A. - AUTOINGROS,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00004097&bannerid=DL&source=WCOR,sales,"(7.65568, 45.141996)",10071
16,TORINO AUTO S.P.A.,,www.torinoauto-fcagroup.it/concessionario/abarth?locationCode=00008160&bannerid=DL&source=WCOR,sales,"(7.584874, 45.05268)",10095
17,FORZA SERVICE S.R.L.,, ,sales,"(7.673155, 45.105282)",10148
18,Autoingros Torino S.p.A.,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00004102&bannerid=DL&source=WCOR,sales,"(7.638524, 45.056967)",10141
19,Torino Auto S.p.A.,,www.torinoauto-fcagroup.it/concessionario/abarth?locationCode=00004018&bannerid=DL&source=WCOR,sales,"(7.615714, 45.032198)",10137
20,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005974&bannerid=DL&source=WCOR,sales,"(7.68497, 45.106848)",10148
21,STELLANTIS &YOU TORINO,,www.mirafiorimotorvillage.it/concessionario/abarth?locationCode=00006997&bannerid=DL&source=WCOR,sales,"(7.624568, 45.034276)",10137
22,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005990&bannerid=DL&source=WCOR,sales,"(7.674795, 45.077191)",10122
23,AUTOINGROS TORINO S.P.A. - AUTOINGROS,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00006980&bannerid=DL&source=WCOR,sales,"(7.306126, 44.882829)",10064
24,Nuova Auto Alpina S.r.l.,,www.autoalpina-fcagroup.it/concessionario/abarth?locationCode=00001204&bannerid=DL&source=WCOR,sales,"(7.31949, 45.72804)",11020
25,NUOVA AUTO ALPINA S.R.L.,,www.autoalpina-fcagroup.it/concessionario/abarth?locationCode=00006845&bannerid=DL&source=WCOR,sales,"(7.90578, 45.46966)",10015
26,QUEEN CAR S.R.L.,,www.queencar-fcagroup.it/concessionario/abarth?locationCode=00008241&bannerid=DL&source=WCOR,sales,"(7.774415, 44.855186)",10022
27,ELLERO S.R.L.,,www.ellero-fcagroup.it/concessionario/abarth?locationCode=00006981&bannerid=DL&source=WCOR,sales,"(7.491018, 44.649483)",12037
28,Logica S.p.A.,,www.logica-fcagroup.it/concessionario/abarth?locationCode=00003825&bannerid=DL&source=WCOR,sales,"(8.056298, 45.569614)",13900
29,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005968&bannerid=DL&source=WCOR,sales,"(7.847117, 44.680754)",12042
30,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005967&bannerid=DL&source=WCOR,sales,"(8.019071, 44.689575)",12051
31,QUEEN CAR S.R.L.,,www.queencar-fcagroup.it/concessionario/abarth?locationCode=00008241&bannerid=DL&source=WCOR,sales,"(7.774415, 44.855186)",10022
32,ELLERO S.R.L.,,www.ellero-fcagroup.it/concessionario/abarth?locationCode=00006981&bannerid=DL&source=WCOR,sales,"(7.491018, 44.649483)",12037
33,Ellero S.r.l.,,www.ellero-fcagroup.it/concessionario/abarth?locationCode=00000491&bannerid=DL&source=WCOR,sales,"(7.812588, 44.398657)",12084
34,TUA S.P.A.,,www.tua-fcagroup.it/concessionario/abarth?locationCode=00007565&bannerid=DL&source=WCOR,sales,"(7.554585, 44.42474)",12100
35,STELLANTIS &YOU TORINO,,www.mirafiorimotorvillage.it/concessionario/abarth?locationCode=00006997&bannerid=DL&source=WCOR,sales,"(7.624568, 45.034276)",10137
36,Torino Auto S.p.A.,,www.torinoauto-fcagroup.it/concessionario/abarth?locationCode=00004018&bannerid=DL&source=WCOR,sales,"(7.615714, 45.032198)",10137
37,Autoingros Torino S.p.A.,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00004102&bannerid=DL&source=WCOR,sales,"(7.638524, 45.056967)",10141
38,TORINO AUTO S.P.A.,,www.torinoauto-fcagroup.it/concessionario/abarth?locationCode=00008160&bannerid=DL&source=WCOR,sales,"(7.584874, 45.05268)",10095
39,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005990&bannerid=DL&source=WCOR,sales,"(7.674795, 45.077191)",10122
40,AUTOINGROS TORINO S.P.A. - AUTOINGROS,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00006980&bannerid=DL&source=WCOR,sales,"(7.306126, 44.882829)",10064
41,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005974&bannerid=DL&source=WCOR,sales,"(7.68497, 45.106848)",10148
42,FORZA SERVICE S.R.L.,, ,sales,"(7.673155, 45.105282)",10148
43,AUTOINGROS TORINO S.P.A. - AUTOINGROS,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00004097&bannerid=DL&source=WCOR,sales,"(7.65568, 45.141996)",10071
44,Autoliguria,,www.autoliguria-fcagroup.it/concessionario/abarth?locationCode=00002780&bannerid=DL&source=WCOR,sales,"(8.461721, 44.296338)",17100
45,Grignolio & C. S.r.l.,,www.grignolio-fcagroup.it/concessionario/abarth?locationCode=00000327&bannerid=DL&source=WCOR,sales,"(8.450854, 45.126175)",15033
46,ALESSANDRIA AUTO S.P.A.,,www.alessandriauto.it/concessionario/abarth?locationCode=00003623&bannerid=DL&source=WCOR,sales,"(8.687551, 44.890525)",15122
47,AUTOLIGURIA S.R.L.,,www.autoliguria-fcagroup.it/concessionario/abarth?locationCode=00007175&bannerid=DL&source=WCOR,sales,"(8.189273, 44.055853)",17031
48,AUTOINGROS TORINO S.P.A. - AUTOINGROS,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00004097&bannerid=DL&source=WCOR,sales,"(7.65568, 45.141996)",10071
49,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005974&bannerid=DL&source=WCOR,sales,"(7.68497, 45.106848)",10148
50,FORZA SERVICE S.R.L.,, ,sales,"(7.673155, 45.105282)",10148
51,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005990&bannerid=DL&source=WCOR,sales,"(7.674795, 45.077191)",10122
52,NUOVA AUTO ALPINA S.R.L.,,www.autoalpina-fcagroup.it/concessionario/abarth?locationCode=00006845&bannerid=DL&source=WCOR,sales,"(7.90578, 45.46966)",10015
53,Autoingros Torino S.p.A.,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00004102&bannerid=DL&source=WCOR,sales,"(7.638524, 45.056967)",10141
54,STELLANTIS &YOU TORINO,,www.mirafiorimotorvillage.it/concessionario/abarth?locationCode=00006997&bannerid=DL&source=WCOR,sales,"(7.624568, 45.034276)",10137
55,TORINO AUTO S.P.A.,,www.torinoauto-fcagroup.it/concessionario/abarth?locationCode=00008160&bannerid=DL&source=WCOR,sales,"(7.584874, 45.05268)",10095
56,Torino Auto S.p.A.,,www.torinoauto-fcagroup.it/concessionario/abarth?locationCode=00004018&bannerid=DL&source=WCOR,sales,"(7.615714, 45.032198)",10137
57,Logica S.p.A.,,www.logica-fcagroup.it/concessionario/abarth?locationCode=00003825&bannerid=DL&source=WCOR,sales,"(8.056298, 45.569614)",13900
58,QUEEN CAR S.R.L.,,www.queencar-fcagroup.it/concessionario/abarth?locationCode=00008241&bannerid=DL&source=WCOR,sales,"(7.774415, 44.855186)",10022
59,GRIGNOLIO & C. S.R.L.,,www.grignolio-fcagroup.it/concessionario/abarth?locationCode=00007486&bannerid=DL&source=WCOR,sales,"(8.405546, 45.305694)",13100
60,Grignolio & C. S.r.l.,,www.grignolio-fcagroup.it/concessionario/abarth?locationCode=00000327&bannerid=DL&source=WCOR,sales,"(8.450854, 45.126175)",15033
61,AUTOINGROS TORINO S.P.A. - AUTOINGROS,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00006980&bannerid=DL&source=WCOR,sales,"(7.306126, 44.882829)",10064
62,ASTRA S.P.A.,,www.astra-fcagroup.it/concessionario/abarth?locationCode=00007396&bannerid=DL&source=WCOR,sales,"(8.568755, 45.450705)",28060
63,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005968&bannerid=DL&source=WCOR,sales,"(7.847117, 44.680754)",12042
64,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005967&bannerid=DL&source=WCOR,sales,"(8.019071, 44.689575)",12051
65,Nuova Auto Alpina S.r.l.,,www.autoalpina-fcagroup.it/concessionario/abarth?locationCode=00001204&bannerid=DL&source=WCOR,sales,"(7.31949, 45.72804)",11020
66,ELLERO S.R.L.,,www.ellero-fcagroup.it/concessionario/abarth?locationCode=00006981&bannerid=DL&source=WCOR,sales,"(7.491018, 44.649483)",12037
67,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005967&bannerid=DL&source=WCOR,sales,"(8.019071, 44.689575)",12051
68,ALESSANDRIA AUTO S.P.A.,,www.alessandriauto.it/concessionario/abarth?locationCode=00003623&bannerid=DL&source=WCOR,sales,"(8.687551, 44.890525)",15122
69,Autoliguria,,www.autoliguria-fcagroup.it/concessionario/abarth?locationCode=00002780&bannerid=DL&source=WCOR,sales,"(8.461721, 44.296338)",17100
70,Visauto S.r.l.,,www.visauto-fcagroup.it/concessionario/abarth?locationCode=00002764&bannerid=DL&source=WCOR,sales,"(8.85618, 44.901424)",15057
71,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00007806&bannerid=DL&source=WCOR,sales,"(8.858139, 44.418794)",16153
72,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005968&bannerid=DL&source=WCOR,sales,"(7.847117, 44.680754)",12042
73,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00007818&bannerid=DL&source=WCOR,sales,"(8.945708, 44.400451)",16145
74,Grignolio & C. S.r.l.,,www.grignolio-fcagroup.it/concessionario/abarth?locationCode=00000327&bannerid=DL&source=WCOR,sales,"(8.450854, 45.126175)",15033
75,QUEEN CAR S.R.L.,,www.queencar-fcagroup.it/concessionario/abarth?locationCode=00008241&bannerid=DL&source=WCOR,sales,"(7.774415, 44.855186)",10022
76,Ellero S.r.l.,,www.ellero-fcagroup.it/concessionario/abarth?locationCode=00000491&bannerid=DL&source=WCOR,sales,"(7.812588, 44.398657)",12084
77,Danilo Degiorgi,,www.degiorgi-fcagroup.it/concessionario/abarth?locationCode=00001167&bannerid=DL&source=WCOR,sales,"(9.057335, 44.996813)",27058
78,AUTOLIGURIA S.R.L.,,www.autoliguria-fcagroup.it/concessionario/abarth?locationCode=00007175&bannerid=DL&source=WCOR,sales,"(8.189273, 44.055853)",17031
79,GRIGNOLIO & C. S.R.L.,,www.grignolio-fcagroup.it/concessionario/abarth?locationCode=00007486&bannerid=DL&source=WCOR,sales,"(8.405546, 45.305694)",13100
80,TUA S.P.A.,,www.tua-fcagroup.it/concessionario/abarth?locationCode=00007565&bannerid=DL&source=WCOR,sales,"(7.554585, 44.42474)",12100
81,ELLERO S.R.L.,,www.ellero-fcagroup.it/concessionario/abarth?locationCode=00006981&bannerid=DL&source=WCOR,sales,"(7.491018, 44.649483)",12037
82,GRIGNOLIO & C. S.R.L.,,www.grignolio-fcagroup.it/concessionario/abarth?locationCode=00007486&bannerid=DL&source=WCOR,sales,"(8.405546, 45.305694)",13100
83,Grignolio & C. S.r.l.,,www.grignolio-fcagroup.it/concessionario/abarth?locationCode=00000327&bannerid=DL&source=WCOR,sales,"(8.450854, 45.126175)",15033
84,ASTRA S.P.A.,,www.astra-fcagroup.it/concessionario/abarth?locationCode=00007396&bannerid=DL&source=WCOR,sales,"(8.568755, 45.450705)",28060
85,Stav S.p.A.,,www.stav-fcagroup.it/concessionario/abarth?locationCode=00000455&bannerid=DL&source=WCOR,sales,"(8.848962, 45.298492)",27029
86,S.T.A.V. S.P.A.,,www.stav-fcagroup.it/concessionario/abarth?locationCode=00000453&bannerid=DL&source=WCOR,sales,"(8.879012, 45.454233)",20013
87,Garavaglia Auto,,www.garavaglia-fcagroup.it/concessionario/abarth?locationCode=00006158&bannerid=DL&source=WCOR,sales,"(8.858473, 45.514344)",20010
88,Logica S.p.A.,,www.logica-fcagroup.it/concessionario/abarth?locationCode=00003825&bannerid=DL&source=WCOR,sales,"(8.056298, 45.569614)",13900
89,ALESSANDRIA AUTO S.P.A.,,www.alessandriauto.it/concessionario/abarth?locationCode=00003623&bannerid=DL&source=WCOR,sales,"(8.687551, 44.890525)",15122
90,NUOVA AUTO ALPINA S.R.L.,,www.autoalpina-fcagroup.it/concessionario/abarth?locationCode=00006845&bannerid=DL&source=WCOR,sales,"(7.90578, 45.46966)",10015
91,Visauto S.r.l.,,www.visauto-fcagroup.it/concessionario/abarth?locationCode=00002764&bannerid=DL&source=WCOR,sales,"(8.85618, 44.901424)",15057
92,DENICAR S.P.A.,, ,sales,"(9.079883, 45.420187)",20090
93,Astra S.p.A.,,www.astra-fcagroup.it/concessionario/abarth?locationCode=00000215&bannerid=DL&source=WCOR,sales,"(8.561643, 45.749794)",28041
94,SANTINO CERIANI S.R.L.,,www.ceriani-fcagroup.it/concessionario/abarth?locationCode=00005465&bannerid=DL&source=WCOR,sales,"(8.937077, 45.610855)",20025
95,AUTOINGROSS TORINO SPA,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00010222&bannerid=DL&source=WCOR,sales,"(9.12008, 45.141575)",27028
96,Danilo Degiorgi,,www.degiorgi-fcagroup.it/concessionario/abarth?locationCode=00001167&bannerid=DL&source=WCOR,sales,"(9.057335, 44.996813)",27058
97,DENICAR S.P.A.,,www.denicar-fcagroup.it/concessionario/abarth?locationCode=00005938&bannerid=DL&source=WCOR,sales,"(9.094793, 45.481844)",20153
98,Denicar S.p.A.,,www.denicar-fcagroup.it/concessionario/abarth?locationCode=00005933&bannerid=DL&source=WCOR,sales,"(9.119037, 45.448956)",20152
99,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005974&bannerid=DL&source=WCOR,sales,"(7.68497, 45.106848)",10148
100,MOCAUTOGROUP S.R.L.,,www.mocauto-fcagroup.it/concessionario/abarth?locationCode=00008426&bannerid=DL&source=WCOR,sales,"(9.175952, 45.414302)",20142
101,Fassina S.p.A.,,www.fassina-fcagroup.it/concessionario/abarth?locationCode=00006351&bannerid=DL&source=WCOR,sales,"(9.118144, 45.520616)",20157
102,FORZA SERVICE S.R.L.,, ,sales,"(7.673155, 45.105282)",10148
103,STELLANTIS &YOU MILANO,,www.motorvillagearese.it/concessionario/abarth?locationCode=00010041&bannerid=DL&source=WCOR,sales,"(9.150759, 45.484594)",20149
104,AUTOINGROS TORINO S.P.A. - AUTOINGROS,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00004097&bannerid=DL&source=WCOR,sales,"(7.65568, 45.141996)",10071
105,AUTOTORINO S.P.A.,,www.autotorino-fcagroup.it/concessionario/abarth?locationCode=00007567&bannerid=DL&source=WCOR,sales,"(9.041046, 45.614012)",21047
106,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005990&bannerid=DL&source=WCOR,sales,"(7.674795, 45.077191)",10122
107,Autoingros Torino S.p.A.,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00004102&bannerid=DL&source=WCOR,sales,"(7.638524, 45.056967)",10141
108,Autoalberta S.r.l.,,www.autoalberta-fcagroup.it/concessionario/abarth?locationCode=00003263&bannerid=DL&source=WCOR,sales,"(9.038126, 45.684819)",22074
109,SIMOCAR S.R.L.,, ,sales,"(9.16483, 45.56899)",20037
110,STELLANTIS &YOU TORINO,,www.mirafiorimotorvillage.it/concessionario/abarth?locationCode=00006997&bannerid=DL&source=WCOR,sales,"(7.624568, 45.034276)",10137
111,Marelli & Pozzi S.p.A.,,www.marellipozzi-fcagroup.it/concessionario/abarth?locationCode=00003352&bannerid=DL&source=WCOR,sales,"(8.709322, 45.840183)",21026
112,MARELLI & POZZI S.P.A.,, ,sales,"(8.70502, 45.841491)",21026
113,MARELLI & POZZI S.P.A.,,www.marellipozzi-fcagroup.it/concessionario/abarth?locationCode=00003354&bannerid=DL&source=WCOR,sales,"(8.842779, 45.799899)",21100
114,QUEEN CAR S.R.L.,,www.queencar-fcagroup.it/concessionario/abarth?locationCode=00008241&bannerid=DL&source=WCOR,sales,"(7.774415, 44.855186)",10022
115,Torino Auto S.p.A.,,www.torinoauto-fcagroup.it/concessionario/abarth?locationCode=00004018&bannerid=DL&source=WCOR,sales,"(7.615714, 45.032198)",10137
116,TORINO AUTO S.P.A.,,www.torinoauto-fcagroup.it/concessionario/abarth?locationCode=00008160&bannerid=DL&source=WCOR,sales,"(7.584874, 45.05268)",10095
117,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00005967&bannerid=DL&source=WCOR,sales,"(8.019071, 44.689575)",12051
118,MASSIRONI S.R.L.,,www.massironi-fcagroup.it/concessionario/abarth?locationCode=00001872&bannerid=DL&source=WCOR,sales,"(9.32164, 45.36358)",20077
119,Ren Car S.r.l.,,www.rencar-fcagroup.it/concessionario/abarth?locationCode=00002414&bannerid=DL&source=WCOR,sales,"(8.550569, 45.948891)",28923
120,Astra S.p.A.,,www.astra-fcagroup.it/concessionario/abarth?locationCode=00000215&bannerid=DL&source=WCOR,sales,"(8.561643, 45.749794)",28041
121,MARELLI & POZZI S.P.A.,, ,sales,"(8.70502, 45.841491)",21026
122,Marelli & Pozzi S.p.A.,,www.marellipozzi-fcagroup.it/concessionario/abarth?locationCode=00003352&bannerid=DL&source=WCOR,sales,"(8.709322, 45.840183)",21026
123,MARELLI & POZZI S.P.A.,,www.marellipozzi-fcagroup.it/concessionario/abarth?locationCode=00003354&bannerid=DL&source=WCOR,sales,"(8.842779, 45.799899)",21100
124,Logica S.p.A.,,www.logica-fcagroup.it/concessionario/abarth?locationCode=00003825&bannerid=DL&source=WCOR,sales,"(8.056298, 45.569614)",13900
125,ASTRA S.P.A.,,www.astra-fcagroup.it/concessionario/abarth?locationCode=00007396&bannerid=DL&source=WCOR,sales,"(8.568755, 45.450705)",28060
126,SANTINO CERIANI S.R.L.,,www.ceriani-fcagroup.it/concessionario/abarth?locationCode=00005465&bannerid=DL&source=WCOR,sales,"(8.937077, 45.610855)",20025
127,SERRATORE S.P.A. - SERAUTO,,www.serratore-fcagroup.it/concessionario/abarth?locationCode=00003523&bannerid=DL&source=WCOR,sales,"(9.066516, 45.776898)",22070
128,Garavaglia Auto,,www.garavaglia-fcagroup.it/concessionario/abarth?locationCode=00006158&bannerid=DL&source=WCOR,sales,"(8.858473, 45.514344)",20010
129,Autoalberta S.r.l.,,www.autoalberta-fcagroup.it/concessionario/abarth?locationCode=00003263&bannerid=DL&source=WCOR,sales,"(9.038126, 45.684819)",22074
130,AUTOTORINO S.P.A.,,www.autotorino-fcagroup.it/concessionario/abarth?locationCode=00007567&bannerid=DL&source=WCOR,sales,"(9.041046, 45.614012)",21047
131,SERRATORE S.P.A. - SERAUTO,, ,sales,"(9.141545, 45.736431)",22063
132,S.T.A.V. S.P.A.,,www.stav-fcagroup.it/concessionario/abarth?locationCode=00000453&bannerid=DL&source=WCOR,sales,"(8.879012, 45.454233)",20013
133,NUOVA AUTO ALPINA S.R.L.,,www.autoalpina-fcagroup.it/concessionario/abarth?locationCode=00006845&bannerid=DL&source=WCOR,sales,"(7.90578, 45.46966)",10015
134,GRIGNOLIO & C. S.R.L.,,www.grignolio-fcagroup.it/concessionario/abarth?locationCode=00007486&bannerid=DL&source=WCOR,sales,"(8.405546, 45.305694)",13100
135,Gruppo Serratore,,www.serratore-fcagroup.it/concessionario/abarth?locationCode=00003521&bannerid=DL&source=WCOR,sales,"(9.237148, 45.802863)",22036
136,Fassina S.p.A.,,www.fassina-fcagroup.it/concessionario/abarth?locationCode=00006351&bannerid=DL&source=WCOR,sales,"(9.118144, 45.520616)",20157
137,SIMOCAR S.R.L.,, ,sales,"(9.16483, 45.56899)",20037
138,DENICAR S.P.A.,,www.denicar-fcagroup.it/concessionario/abarth?locationCode=00005938&bannerid=DL&source=WCOR,sales,"(9.094793, 45.481844)",20153
139,STELLANTIS &YOU MILANO,,www.motorvillagearese.it/concessionario/abarth?locationCode=00010041&bannerid=DL&source=WCOR,sales,"(9.150759, 45.484594)",20149
140,G. VILLA S.R.L.,,www.villa-fcagroup.it/concessionario/abarth?locationCode=00001859&bannerid=DL&source=WCOR,sales,"(9.254339, 45.60064)",20052
141,Stav S.p.A.,,www.stav-fcagroup.it/concessionario/abarth?locationCode=00000455&bannerid=DL&source=WCOR,sales,"(8.848962, 45.298492)",27029
142,DENICAR S.P.A.,, ,sales,"(9.079883, 45.420187)",20090
143,Denicar S.p.A.,,www.denicar-fcagroup.it/concessionario/abarth?locationCode=00005933&bannerid=DL&source=WCOR,sales,"(9.119037, 45.448956)",20152
144,Penati Auto S.p.A.,,www.penati-fcagroup.it/concessionario/abarth?locationCode=00004614&bannerid=DL&source=WCOR,sales,"(9.312783, 45.701741)",23880
145,PENATI AUTO S.P.A.,,www.penati-fcagroup.it/concessionario/abarth?locationCode=00004613&bannerid=DL&source=WCOR,sales,"(9.321709, 45.612446)",20043
146,Ren Car S.r.l.,,www.rencar-fcagroup.it/concessionario/abarth?locationCode=00002414&bannerid=DL&source=WCOR,sales,"(8.550569, 45.948891)",28923
147,MARELLI & POZZI S.P.A.,, ,sales,"(8.70502, 45.841491)",21026
148,Marelli & Pozzi S.p.A.,,www.marellipozzi-fcagroup.it/concessionario/abarth?locationCode=00003352&bannerid=DL&source=WCOR,sales,"(8.709322, 45.840183)",21026
149,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00007818&bannerid=DL&source=WCOR,sales,"(8.945708, 44.400451)",16145
150,SPAZIO S.P.A.,,www.spazio-fcagroup.it/concessionario/abarth?locationCode=00007806&bannerid=DL&source=WCOR,sales,"(8.858139, 44.418794)",16153
151,Visauto S.r.l.,,www.visauto-fcagroup.it/concessionario/abarth?locationCode=00002764&bannerid=DL&source=WCOR,sales,"(8.85618, 44.901424)",15057
152,ALESSANDRIA AUTO S.P.A.,,www.alessandriauto.it/concessionario/abarth?locationCode=00003623&bannerid=DL&source=WCOR,sales,"(8.687551, 44.890525)",15122
153,Danilo Degiorgi,,www.degiorgi-fcagroup.it/concessionario/abarth?locationCode=00001167&bannerid=DL&source=WCOR,sales,"(9.057335, 44.996813)",27058
154,AUTOINGROSS TORINO SPA,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00010222&bannerid=DL&source=WCOR,sales,"(9.12008, 45.141575)",27028
155,Autoliguria,,www.autoliguria-fcagroup.it/concessionario/abarth?locationCode=00002780&bannerid=DL&source=WCOR,sales,"(8.461721, 44.296338)",17100
156,Programma Auto S.p.A.,, ,sales,"(9.706045, 45.035124)",29122
157,Grignolio & C. S.r.l.,,www.grignolio-fcagroup.it/concessionario/abarth?locationCode=00000327&bannerid=DL&source=WCOR,sales,"(8.450854, 45.126175)",15033
158,PROGRAMMA AUTO S.P.A.,,www.programmauto-fcagroup.it/concessionario/abarth?locationCode=00002728&bannerid=DL&source=WCOR,sales,"(9.73535, 45.0306)",29122
159,Stav S.p.A.,,www.stav-fcagroup.it/concessionario/abarth?locationCode=00000455&bannerid=DL&source=WCOR,sales,"(8.848962, 45.298492)",27029
160,AUTOINGROSS TORINO SPA,,www.autoingros-fcagroup.it/concessionario/abarth?locationCode=00010222&bannerid=DL&source=WCOR,sales,"(9.12008, 45.141575)",27028
161,DENICAR S.P.A.,, ,sales,"(9.079883, 45.420187)",20090
162,MOCAUTOGROUP S.R.L.,,www.mocauto-fcagroup.it/concessionario/abarth?locationCode=00008426&bannerid=DL&source=WCOR,sales,"(9.175952, 45.414302)",20142
163,Denicar S.p.A.,,www.denicar-fcagroup.it/concessionario/abarth?locationCode=00005933&bannerid=DL&source=WCOR,sales,"(9.119037, 45.448956)",20152
164,Stav S.p.A.,,www.stav-fcagroup.it/concessionario/abarth?locationCode=00000455&bannerid=DL&source=WCOR,sales,"(8.848962, 45.298492)",27029
165,MASSIRONI S.R.L.,,www.massironi-fcagroup.it/concessionario/abarth?locationCode=00001872&bannerid=DL&source=WCOR,sales,"(9.32164, 45.36358)",20077
166,DENICAR S.P.A.,,www.denicar-fcagroup.it/concessionario/abarth?locationCode=00005938&bannerid=DL&source=WCOR,sales,"(9.094793, 45.481844)",20153
167,STELLANTIS &YOU MILANO,,www.motorvillagearese.it/concessionario/abarth?locationCode=00010041&bannerid=DL&source=WCOR,sales,"(9.150759, 45.484594)",20149
168,S.T.A.V. S.P.A.,,www.stav-fcagroup.it/concessionario/abarth?locationCode=00000453&bannerid=DL&source=WCOR,sales,"(8.879012, 45.454233)",20013
169,Fassina S.p.A.,,www.fassina-fcagroup.it/concessionario/abarth?locationCode=00006351&bannerid=DL&source=WCOR,sales,"(9.118144, 45.520616)",20157
170,Lazzari,,www.lazzari-fcagroup.it/concessionario/abarth?locationCode=00005786&bannerid=DL&source=WCOR,sales,"(9.458235, 45.323485)",26900
